
scanner data:
-2057  -355 -1668 
-1880  -414 -2909 
-1939 -2735 -1669 
  385  -361   405 
 1554  -375  -442 
-3133  1664   259 
 -552  -643 -3156 
 -852   515  -489 
-3132 -1972 -1662 
-2995 -4257 -3095 
-3103 -4276 -3033 
 -987   655 -1938 
  -10 -3454 -1387 
 1658 -1643  -574 
-1218 -1041 -3596 
-1996 -3930  -772 
-1966 -3941  -737 
-1985  2013   713 
-3276 -1751  -678 
-2397    81  -129 
 -548  -779   374 
-3097 -3907 -1856 
-3180 -2897 -2090 
  -67 -1098   -32 
-3255 -3931  -615 
-3028 -2952  -595 
 1167 -1194 -1322 
 -963   477  -487 
-1629 -3042 -2859 
-1382 -1174 -1338 
-1801 -4237 -3222 
-3179   624  -830 
-2445 -2279 -1353 
 -674 -1585   598 
-1995 -3956  -527 
-3212  -248  -704 
-3226 -1852   291 
  542 -4126  -756 
-1243 -1093 -2566 
 -540 -1638 -3073 
-1902 -1427  -880 
-3306  1650  -717 
-4309 -2906 -1826 
 -753 -3822  -551 
 -990 -1938 -1963 
-1756  -284  -455 
-1720 -3179 -2830 
 -528 -3999 -1930 
 -874   519 -1951 
  519 -3999  -756 
 -163 -1204  -165 
-1758  -295  -663 
-2392 -3450 -1357 
 -512  -248 -4036 
 -712 -2906 -3172 
  789 -4307 -1822 
-2134 -1739 -2909 
 -630  -729  -519 
 -918 -3120  -434 
-1681 -1736 -4210 
-3155   762   653 
-1794  1844  -932 
-1390 -1155 -2414 
  401 -2643  -719 
-3328 -1944   311 
-1848 -1523   469 
-1981 -2914  -761 
 -591 -2853 -1904 
-1902  -496   749 
 -970 -1880 -1871 
-3246 -2697 -3208 
-3185  -364  -589 
-3036 -1742  -654 
-2103 -1700 -1603 
-2533 -3584 -2526 
-2101 -1737 -1609 
  309   881   591 
-1983   666   700 
-2901  -399   571 
-1975 -2940  -681 
  425  -478 -1828 
-1909 -1463  -826 
-2072  -615 -4355 
-1926   686  -867 
  561  -462 -1804 
-4357 -2894  -836 
-4289 -1701 -1957 
 -190 -2212 -1258 
  -55 -2403 -1283 
 -535  -664 -3184 
-1913 -1455   618 
-4313 -1624  -700 
-1777 -4169 -3285 
  -65   111  -185 
  726   706  -708 
-1851 -1502   551 
 -814 -1725 -4563 
-1871   874 -2097 
 -876 -1896 -1873 
 -805   510  -451 
 -497  -242 -1678 
-1323 -2220 -2588 
  543 -2665  -629 
-2085  -598 -4298 
 1032 -1051 -1375 
-2481 -3419 -2430 
-3234 -3892  -631 
-1884  -407 -2867 
  661 -4326 -1698 
-1775  -431 -2892 
 -742 -2853 -3165 
-1218 -2338 -2437 
-1949   861 -2090 
 -887 -3194  -525 
-3283  1720  -727 
-4252 -2949  -931 
  554 -3003 -1790 
-2046 -1732 -2923 
-3303   776   776 
 1731 -1616  -469 
-2011 -1793 -2936 
-1752 -3163 -2912 
  526 -1808 -1920 
 -697 -1778 -4448 
-2519 -2378 -1223 
 -189    61   -45 
  753   808  -605 
-2013   852 -2032 
-2125 -4280 -1998 
-1914   543  -747 
 -899 -3839  -438 
-2563 -1104   -48 
-1787  -427  -533 
-3214  1750   273 
  645 -1471   521 
 -706  -757  -430 
 -637 -1757  -402 
-2014 -2821 -1659 
 1540 -1832 -1741 
-3100 -3012  -451 
-3270  -308  -670 
 -635  -615   362 
-1977   655  -755 
 1532  -319  -552 
 1580 -1606  -601 
-3101 -3918 -1793 
 -576  -278 -4232 
  567 -3972  -818 
 -773   645   541 
 -823 -1630   641 
-1293   148   -98 
  325  -343   553 
-2399  1386  -158 
-2514 -3505 -1224 
 1514 -1774 -1734 
  -46 -1082 -1297 
-1380 -1118 -3680 
-1671 -1863 -4093 
  501 -1835 -1932 
-3145   826  -823 
 -151 -3503 -1269 
-3020  -477   656 
-2970 -2844 -2082 
-4417 -2863 -1888 
-4233 -1755 -2071 
-1968  1846   606 
-4292 -1685 -1966 
-3244 -2672 -3121 
-2026 -4219 -1948 
-2392 -1199  -179 
 1682  -237 -2056 
-3280  1668  -542 
 1640  -230 -2145 
-4268 -2889  -758 
-3004 -4306 -2877 
-2058   707   714 
  406 -1797  -526 
-3292   683   720 
-2007  -433 -1630 
-1212 -1074 -1209 
 -903   601 -1893 
-2183 -4262 -1970 
  624 -4300 -1723 
  440  -583  -974 
-1861   667   756 
-1793 -4004 -3217 
-2099  -515 -4198 
  349 -1621  -559 
 -744 -1746  -537 
 -176 -1207 -1360 
-1896  1800  -889 
 1541 -1895 -1687 
 1558  -473  -533 
 -627  -769   479 
-1707  -458   793 
-2021  1840   674 
  412  -468  -827 
-2103 -2796 -1607 
 -506 -4074 -2066 
-3074 -2948 -2081 
 -509  -413 -1692 
-2014  -377 -1707 
-3231 -1904 -1615 
  651 -1617   447 
 -502 -2787 -1879 
-1676 -1798 -4295 
-1951  1855  -842 
  636 -3033 -1768 
-1961 -1692 -1611 
 -732 -1679 -3043 
 -790  -808  -512 
  672 -1640   563 
 -799 -3894  -570 
 -501 -2889 -2067 
-3132 -1831 -1687 
 -420 -4119 -1932 
-3338 -1918   365 
-3033  -435   447 
-3227 -3963  -461 
-1793  -569   728 
  740   774  -615 
-4273 -1456  -743 
 1747  -240 -2061 
 -835 -2958 -3216 
-3302  1680   237 
-1864 -1506  -876 
-3082 -3856 -2010 
 -724 -1719   643 
  336   928   466 
 -474  -230 -4205 
-4432 -2910 -1916 
  319 -1736  -502 
-2530    10   -13 
  352  -454  -949 
 -750   754   404 

scanner data:
-2901  -399   571 
-3074 -2948 -2081 
-2046 -1732 -2923 
 1747  -240 -2061 
-4252 -2949  -931 
 2887 -1625 -1656 
  740   774  -615 
  412  -468  -827 
-1975 -2940  -681 
-3132 -1831 -1687 
  753   808  -605 
-1939 -2735 -1669 
-3097 -3907 -1856 
 -876 -1896 -1873 
-1861   667   756 
-1758  -295  -663 
 -553 -1773 -3060 
-1707  -458   793 
  501 -1835 -1932 
-2397    81  -129 
 -744 -1746  -537 
-1720 -3179 -2830 
  543 -2665  -629 
-3183 -1801  -698 
-1926   686  -867 
  636 -3033 -1768 
 -799 -3894  -570 
-3212  -248  -704 
  526 -1808 -1920 
  561  -462 -1804 
-3338 -1918   365 
  661 -4326 -1698 
-2399  1386  -158 
  425  -478 -1828 
-2026 -4219 -1948 
-1794  1844  -932 
-3020  -477   656 
-3148 -3038  -669 
  789 -4307 -1822 
-1801 -4237 -3222 
 -420 -4119 -1932 
-3028 -2952  -595 
  624 -4300 -1723 
 -535  -664 -3184 
-1996 -3930  -772 
-3306  1650  -717 
 -637 -1757  -402 
-2057  -355 -1668 
-1756  -284  -455 
  385  -361   405 
-4309 -2906 -1826 
 -852   515  -489 
 -918 -3120  -434 
  349 -1621  -559 
  645 -1471   521 
 -627  -769   479 
-3231 -1904 -1615 
-1629 -3042 -2859 
  406 -1797  -526 
  319 -1736  -502 
 -903   601 -1893 
  460  -356 -1821 
-1902 -1427  -880 
-1192   126 -1343 
-2519 -2378 -1223 
 -823 -1630   641 
 -712 -2906 -3172 
-1848 -1523   469 
  532 -2612  -810 
-1306    56 -1209 
 -674 -1585   598 
-1671 -1863 -4093 
  519 -3999  -756 
 3084  -610 -1747 
  405  -470   568 
-2970 -2844 -2082 
 2992 -1778  -593 
-1995 -3956  -527 
 -990 -1938 -1963 
-1983   666   700 
 -163 -1204  -165 
-2533 -3584 -2526 
-3326 -2659 -3165 
-1864 -1506  -876 
  325  -343   553 
-3132 -1972 -1662 
  726   706  -708 
-3157   678  -834 
 -732 -1679 -3043 
 -506 -4074 -2066 
  413   943   530 
-2514 -3505 -1224 
-3155   762   653 
-2058   707   714 
 -548  -779   374 
 -970 -1880 -1871 
-3033  -435   447 
-4313 -1624  -700 
 -697 -1778 -4448 
-3214  1750   273 
 -742 -2853 -3165 
 -753 -3822  -551 
  480 -1734 -1770 
 1580 -1606  -601 
 -899 -3839  -438 
-2011 -1793 -2936 
-1978 -2966  -692 
 -818   745   486 
 1658 -1643  -574 
-1966 -3941  -737 
 -753 -1905  -421 
 1540 -1832 -1741 
-1951  1855  -842 
-3145   826  -823 
-2101 -1737 -1609 
 1032 -1051 -1375 
-1884  -407 -2867 
-1914   543  -747 
-3702 -2311 -1331 
-4417 -2863 -1888 
-3246 -2697 -3208 
-4292 -1685 -1966 
 1682  -237 -2056 
 -502 -2787 -1879 
 1167 -1194 -1322 
 3181  -616 -1797 
-1913 -1455   618 
-1977   655  -755 
 2997  -495  -828 
-2103 -1700 -1603 
-2134 -1739 -2909 
 3133 -1763  -667 
-4432 -2910 -1916 
  401 -2643  -719 
-2563 -1104   -48 
-3179   624  -830 
-2125 -4280 -1998 
-1218 -2338 -2437 
 -151 -3503 -1269 
 -501 -2889 -2067 
-1851 -1502   551 
 -576  -278 -4232 
  336   928   466 
-3328 -1944   311 
-3303   776   776 
 -773   645   541 
  -46 -1082 -1297 
  651 -1617   447 
-1243 -1093 -2566 
-1793 -4004 -3217 
-4273 -1456  -743 
 -822 -1692 -4382 
-1382 -1174 -1338 
 1640  -230 -2145 
 -176 -1207 -1360 
-2183 -4262 -1970 
 -887 -3194  -525 
 -921 -3192  -653 
-2021  1840   674 
-2392 -1199  -179 
-2013   852 -2032 
-1981 -2914  -761 
 -190 -2212 -1258 
-1949   861 -2090 
-1293   148   -98 
 -750   754   404 
-1985  2013   713 
-1896  1800  -889 
 -528 -3999 -1930 
-1961 -1692 -1611 
 3008 -1701 -1601 
 -874   519 -1951 
 1514 -1774 -1734 
 2277 -1142 -1245 
-1390 -1155 -2414 
-3180 -2897 -2090 
-1777 -4169 -3285 
-2569  1353   -22 
 -706  -757  -430 
-3101 -3918 -1793 
-3100 -3012  -451 
 -805   510  -451 
-3276 -1751  -678 
-1323 -2220 -2588 
 -489  -484 -1682 
 -987   655 -1938 
 -497  -242 -1678 
 1558  -473  -533 
 2964  -574  -937 
-2007  -433 -1630 
-3185  -364  -589 
  352  -454  -949 
 3128  -511 -1707 
-1676 -1798 -4295 
 -790  -808  -512 
-2103 -2796 -1607 
-2014 -2821 -1659 
  -67 -1098   -32 
  684 -3017 -1744 
-3036 -1742  -654 
-1871   874 -2097 
-3270  -308  -670 
 -635  -615   362 
 -474  -230 -4205 
-2392 -3450 -1357 
 2964  -568  -866 
-1775  -431 -2892 
  -55 -2403 -1283 
 -512  -248 -4036 
 -540 -1638 -3073 
 -630  -729  -519 
-4247 -1537  -557 
-1218 -1041 -3596 
-4233 -1755 -2071 
-3280  1668  -542 
 3138 -1818  -591 
-2014  -377 -1707 
-1681 -1736 -4210 
-2099  -515 -4198 
-1793  -569   728 
-2445 -2279 -1353 
-3244 -2672 -3121 
-1212 -1074 -1209 
 2900 -1680 -1622 
-3133  1664   259 
  309   881   591 
-3283  1720  -727 
-1787  -427  -533 
 1541 -1895 -1687 
  542 -4126  -756 
-4357 -2894  -836 
  -10 -3454 -1387 
-3227 -3963  -461 
 -963   477  -487 
-3082 -3856 -2010 
 1532  -319  -552 
-4268 -2889  -758 
-2085  -598 -4298 
-2995 -4257 -3095 
-1902  -496   749 
 1731 -1616  -469 
-3103 -4276 -3033 
-3255 -3931  -615 
-3302  1680   237 
  567 -3972  -818 
-3226 -1852   291 
-3234 -3892  -631 
-1909 -1463  -826 
-3292   683   720 
-2530    10   -13 
  672 -1640   563 
-1880  -414 -2909 
-2072  -615 -4355 
  -65   111  -185 
 -591 -2853 -1904 
-1380 -1118 -3680 
-3004 -4306 -2877 
 -189    61   -45 
-4289 -1701 -1957 
-1968  1846   606 
 -509  -413 -1692 
-1752 -3163 -2912 
 1554  -375  -442 
 -584  -711 -3224 
  440  -583  -974 
 -552  -643 -3156 
-2481 -3419 -2430 
 -814 -1725 -4563 
  554 -3003 -1790 
 -835 -2958 -3216 
 -724 -1719   643 

scanner data:
-3185  -364  -589 
-2519 -2378 -1223 
-3214  1750   273 
-3082 -3856 -2010 
 1760 -1866   396 
-1218 -1041 -3596 
-1951  1855  -842 
-1758  -295  -663 
 -990 -1938 -1963 
 1658 -1643  -574 
-3212  -248  -704 
 1540 -1832 -1741 
  501 -1835 -1932 
-3328 -1944   311 
-3132 -1972 -1662 
-2014  -377 -1707 
-1902 -1427  -880 
 -163 -1204  -165 
-3004 -4306 -2877 
 -540 -1638 -3073 
-2970 -2844 -2082 
-3132 -1831 -1687 
 -630  -729  -519 
-3100 -3012  -451 
 -963   477  -487 
 -874   519 -1951 
-1896  1800  -889 
  542 -4126  -756 
-1323 -2220 -2588 
 -852   515  -489 
  532 -2612  -810 
-1752 -3163 -2912 
-1985  2013   713 
  740   774  -615 
-1629 -3042 -2859 
-3155   762   653 
-1243 -1093 -2566 
  440  -583  -974 
-1871   874 -2097 
 -773   645   541 
 -899 -3839  -438 
-1978 -2966  -692 
-3226 -1852   291 
 1658  -544   535 
-1212 -1074 -1209 
 -189    61   -45 
-3148 -3038  -669 
-1293   148   -98 
-2021  1840   674 
 -818   745   486 
-3244 -2672 -3121 
-1380 -1118 -3680 
 2895  -771   537 
-1977   655  -755 
-2514 -3505 -1224 
  405  -470   568 
 -987   655 -1938 
-4273 -1456  -743 
-4268 -2889  -758 
 -753 -1905  -421 
 1640  -230 -2145 
-1390 -1155 -2414 
 3138 -1818  -591 
  -67 -1098   -32 
  425  -478 -1828 
 3181  -616 -1797 
-3036 -1742  -654 
 1742  -450   450 
-1787  -427  -533 
  319 -1736  -502 
-2085  -598 -4298 
  554 -3003 -1790 
-1218 -2338 -2437 
-1707  -458   793 
-3276 -1751  -678 
-4289 -1701 -1957 
-2099  -515 -4198 
-1793 -4004 -3217 
-1756  -284  -455 
-2046 -1732 -2923 
-1382 -1174 -1338 
 2277 -1142 -1245 
-1966 -3941  -737 
 1532  -319  -552 
  401 -2643  -719 
 -576  -278 -4232 
-3283  1720  -727 
-1913 -1455   618 
-1681 -1736 -4210 
 -591 -2853 -1904 
 1731 -1616  -469 
 1747  -240 -2061 
-2125 -4280 -1998 
 3128  -511 -1707 
  349 -1621  -559 
 -970 -1880 -1871 
 2907 -1969   443 
-2397    81  -129 
-3145   826  -823 
 -509  -413 -1692 
 -732 -1679 -3043 
 -190 -2212 -1258 
 -489  -484 -1682 
  789 -4307 -1822 
  726   706  -708 
 -742 -2853 -3165 
-2569  1353   -22 
-3103 -4276 -3033 
-3179   624  -830 
 1541 -1895 -1687 
  645 -1471   521 
-2011 -1793 -2936 
 2964  -574  -937 
-2057  -355 -1668 
-3234 -3892  -631 
-3231 -1904 -1615 
-3028 -2952  -595 
 2880 -1944   554 
-3302  1680   237 
-1968  1846   606 
 -502 -2787 -1879 
 -548  -779   374 
-1864 -1506  -876 
-3180 -2897 -2090 
-4233 -1755 -2071 
 2900 -1680 -1622 
 -918 -3120  -434 
  460  -356 -1821 
-1775  -431 -2892 
  352  -454  -949 
 -744 -1746  -537 
 -535  -664 -3184 
  406 -1797  -526 
-1983   666   700 
-1961 -1692 -1611 
-3246 -2697 -3208 
-1861   667   756 
-3074 -2948 -2081 
-1801 -4237 -3222 
-4292 -1685 -1966 
 2997  -495  -828 
-4432 -2910 -1916 
-1777 -4169 -3285 
  543 -2665  -629 
-3033  -435   447 
 2964  -568  -866 
-3326 -2659 -3165 
-4309 -2906 -1826 
 2887 -1625 -1656 
  336   928   466 
 -805   510  -451 
-3270  -308  -670 
  309   881   591 
-1880  -414 -2909 
-1975 -2940  -681 
 1790  -460   550 
 3008 -1701 -1601 
-2013   852 -2032 
-4252 -2949  -931 
-3183 -1801  -698 
  -55 -2403 -1283 
 -823 -1630   641 
-1949   861 -2090 
  325  -343   553 
 -790  -808  -512 
  412  -468  -827 
  636 -3033 -1768 
-1926   686  -867 
 -835 -2958 -3216 
 -635  -615   362 
 1756 -1980   447 
 2956  -717   410 
 -497  -242 -1678 
  -10 -3454 -1387 
 3133 -1763  -667 
-1306    56 -1209 
  413   943   530 
 -887 -3194  -525 
-3133  1664   259 
-3227 -3963  -461 
-1909 -1463  -826 
 -724 -1719   643 
 3084  -610 -1747 
 -814 -1725 -4563 
-1884  -407 -2867 
 -474  -230 -4205 
-3306  1650  -717 
  672 -1640   563 
 -753 -3822  -551 
-2134 -1739 -2909 
 2994 -1965   470 
 -921 -3192  -653 
  526 -1808 -1920 
-2103 -1700 -1603 
-2072  -615 -4355 
-2530    10   -13 
 -712 -2906 -3172 
 -627  -769   479 
 -506 -4074 -2066 
-3097 -3907 -1856 
  651 -1617   447 
 1167 -1194 -1322 
-2399  1386  -158 
 1580 -1606  -601 
-2103 -2796 -1607 
-2014 -2821 -1659 
 -553 -1773 -3060 
-1720 -3179 -2830 
-1192   126 -1343 
 -151 -3503 -1269 
 -176 -1207 -1360 
-1676 -1798 -4295 
 -512  -248 -4036 
 -674 -1585   598 
  519 -3999  -756 
-3020  -477   656 
 -822 -1692 -4382 
 1682  -237 -2056 
-2183 -4262 -1970 
  661 -4326 -1698 
-4357 -2894  -836 
  480 -1734 -1770 
-3338 -1918   365 
-3101 -3918 -1793 
-1848 -1523   469 
-4417 -2863 -1888 
-2007  -433 -1630 
  753   808  -605 
 1032 -1051 -1375 
 -552  -643 -3156 
  385  -361   405 
-2563 -1104   -48 
 2292 -1138  -143 
-1996 -3930  -772 
 2992 -1778  -593 
 -420 -4119 -1932 
 -697 -1778 -4448 
 -584  -711 -3224 
-3303   776   776 
-2392 -1199  -179 
-1671 -1863 -4093 
-2445 -2279 -1353 
  684 -3017 -1744 
 1558  -473  -533 
-3255 -3931  -615 
 -903   601 -1893 
 -706  -757  -430 
-3157   678  -834 
-3280  1668  -542 
-2533 -3584 -2526 
 -799 -3894  -570 
 1554  -375  -442 
 -876 -1896 -1873 
 1514 -1774 -1734 
-1794  1844  -932 
  624 -4300 -1723 
-1981 -2914  -761 
-1902  -496   749 
  -65   111  -185 
  561  -462 -1804 
-2995 -4257 -3095 
-3702 -2311 -1331 
-2101 -1737 -1609 
-1914   543  -747 
-2481 -3419 -2430 
 -528 -3999 -1930 
-2392 -3450 -1357 
 -750   754   404 
-4247 -1537  -557 
 2879  -652   498 
-2026 -4219 -1948 
-4313 -1624  -700 
 1735 -1823   417 
-1939 -2735 -1669 
-2058   707   714 
  567 -3972  -818 
-1793  -569   728 
-3292   683   720 
 -501 -2889 -2067 
 -637 -1757  -402 
-1995 -3956  -527 
-1851 -1502   551 
-2901  -399   571 
  -46 -1082 -1297 

scanner data:
 -823 -1630   641 
 -489  -484 -1682 
-3234 -3892  -631 
-1380 -1118 -3680 
 -790  -808  -512 
 1540 -1832 -1741 
-3303   776   776 
  501 -1835 -1932 
 1541 -1895 -1687 
-1961 -1692 -1611 
  -55 -2403 -1283 
-2563 -1104   -48 
-2058   707   714 
-2072  -615 -4355 
-1951  1855  -842 
 -163 -1204  -165 
 -874   519 -1951 
 3128  -511 -1707 
-4313 -1624  -700 
-1752 -3163 -2912 
 1599   586   705 
-3326 -2659 -3165 
-3082 -3856 -2010 
 -528 -3999 -1930 
-1848 -1523   469 
 -712 -2906 -3172 
-2125 -4280 -1998 
 -540 -1638 -3073 
-2519 -2378 -1223 
-4273 -1456  -743 
-2514 -3505 -1224 
-2011 -1793 -2936 
-3231 -1904 -1615 
 1756 -1980   447 
 -506 -4074 -2066 
 -697 -1778 -4448 
 -799 -3894  -570 
  401 -2643  -719 
 -987   655 -1938 
 2951   553   766 
-3033  -435   447 
-4357 -2894  -836 
-1902  -496   749 
 1733   611   732 
-3133  1664   259 
-1243 -1093 -2566 
 -584  -711 -3224 
 2992 -1778  -593 
  385  -361   405 
-1671 -1863 -4093 
 -903   601 -1893 
  740   774  -615 
 2964  -574  -937 
-3183 -1801  -698 
 2277 -1142 -1245 
 -535  -664 -3184 
-2183 -4262 -1970 
  309   881   591 
 -750   754   404 
 -548  -779   374 
 2994 -1965   470 
-3097 -3907 -1856 
-3145   826  -823 
-1996 -3930  -772 
-3283  1720  -727 
-4292 -1685 -1966 
 2994   452   716 
  406 -1797  -526 
 -744 -1746  -537 
-1775  -431 -2892 
-3246 -2697 -3208 
-1949   861 -2090 
 1760 -1866   396 
 3084  -610 -1747 
-2392 -1199  -179 
-3100 -3012  -451 
-1981 -2914  -761 
 -674 -1585   598 
-1192   126 -1343 
 2974   453   799 
 1735 -1823   417 
-1293   148   -98 
-3036 -1742  -654 
-1902 -1427  -880 
-3306  1650  -717 
 3133 -1763  -667 
 -189    61   -45 
-1861   667   756 
-2026 -4219 -1948 
 -835 -2958 -3216 
  425  -478 -1828 
  405  -470   568 
-3185  -364  -589 
-4417 -2863 -1888 
 -852   515  -489 
-3280  1668  -542 
-3338 -1918   365 
-3148 -3038  -669 
 -814 -1725 -4563 
-3155   762   653 
 -474  -230 -4205 
-4233 -1755 -2071 
-1676 -1798 -4295 
  -46 -1082 -1297 
-3101 -3918 -1793 
 -990 -1938 -1963 
 1640  -230 -2145 
 -818   745   486 
 -190 -2212 -1258 
  440  -583  -974 
-3212  -248  -704 
-3276 -1751  -678 
-1801 -4237 -3222 
  413   943   530 
-3020  -477   656 
 -706  -757  -430 
 2292 -1138  -143 
-1978 -2966  -692 
-1914   543  -747 
-1851 -1502   551 
  352  -454  -949 
-2970 -2844 -2082 
 -576  -278 -4232 
 1167 -1194 -1322 
  753   808  -605 
-2445 -2279 -1353 
-2530    10   -13 
-2013   852 -2032 
 -753 -1905  -421 
 -921 -3192  -653 
-4247 -1537  -557 
 -773   645   541 
  651 -1617   447 
-1390 -1155 -2414 
 3138 -1818  -591 
  661 -4326 -1698 
-3328 -1944   311 
 -176 -1207 -1360 
 1742  -450   450 
 1558  -473  -533 
 -724 -1719   643 
 -822 -1692 -4382 
-1777 -4169 -3285 
 -887 -3194  -525 
-1794  1844  -932 
-1793  -569   728 
 -591 -2853 -1904 
-3028 -2952  -595 
 2801   690  -555 
-2014  -377 -1707 
-3157   678  -834 
  789 -4307 -1822 
 1032 -1051 -1375 
-1323 -2220 -2588 
  349 -1621  -559 
  319 -1736  -502 
 1658 -1643  -574 
-1758  -295  -663 
-3179   624  -830 
-2007  -433 -1630 
-2134 -1739 -2909 
-3132 -1831 -1687 
 2880 -1944   554 
  526 -1808 -1920 
-3074 -2948 -2081 
-2399  1386  -158 
-2085  -598 -4298 
-2103 -2796 -1607 
-3227 -3963  -461 
  672 -1640   563 
 -627  -769   479 
 1790  -460   550 
-2046 -1732 -2923 
 1794   623  -756 
-2099  -515 -4198 
-4309 -2906 -1826 
-1926   686  -867 
-2533 -3584 -2526 
 2907 -1969   443 
-3255 -3931  -615 
-1787  -427  -533 
-2392 -3450 -1357 
-1995 -3956  -527 
 2997  -495  -828 
 -509  -413 -1692 
-1968  1846   606 
 -553 -1773 -3060 
  532 -2612  -810 
 1747  -240 -2061 
-1681 -1736 -4210 
 -970 -1880 -1871 
-3214  1750   273 
-2397    81  -129 
-3302  1680   237 
-2021  1840   674 
  336   928   466 
-2101 -1737 -1609 
 1532  -319  -552 
 -420 -4119 -1932 
-1218 -2338 -2437 
 3008 -1701 -1601 
 -805   510  -451 
-3270  -308  -670 
 2251   163  -176 
-1218 -1041 -3596 
-1793 -4004 -3217 
 2956  -717   410 
  645 -1471   521 
 1580 -1606  -601 
 2863   655  -661 
 -497  -242 -1678 
-4268 -2889  -758 
  325  -343   553 
 -635  -615   362 
-1864 -1506  -876 
-2995 -4257 -3095 
  624 -4300 -1723 
-1985  2013   713 
  561  -462 -1804 
  -10 -3454 -1387 
 2964  -568  -866 
-2481 -3419 -2430 
  636 -3033 -1768 
-1896  1800  -889 
-1909 -1463  -826 
-3702 -2311 -1331 
 -501 -2889 -2067 
 -732 -1679 -3043 
-3103 -4276 -3033 
 2887 -1625 -1656 
-1871   874 -2097 
-1977   655  -755 
-3180 -2897 -2090 
 -151 -3503 -1269 
-1756  -284  -455 
-1983   666   700 
  412  -468  -827 
 -512  -248 -4036 
 -742 -2853 -3165 
 1791   650   743 
-3226 -1852   291 
-1913 -1455   618 
 2895  -771   537 
 -918 -3120  -434 
-1939 -2735 -1669 
 2879  -652   498 
-2569  1353   -22 
 2900 -1680 -1622 
  554 -3003 -1790 
-2103 -1700 -1603 
 2884   671  -457 
 1731 -1616  -469 
  480 -1734 -1770 
  726   706  -708 
-1884  -407 -2867 
 -753 -3822  -551 
 -630  -729  -519 
 -899 -3839  -438 
 1733   505  -718 
-3004 -4306 -2877 
-1966 -3941  -737 
  542 -4126  -756 
-1382 -1174 -1338 
-3244 -2672 -3121 
  460  -356 -1821 
-1975 -2940  -681 
 1514 -1774 -1734 
  519 -3999  -756 
 -502 -2787 -1879 
 1658  -544   535 
-2057  -355 -1668 
-1212 -1074 -1209 
-4252 -2949  -931 
  -65   111  -185 
-1707  -458   793 
 -552  -643 -3156 
-1306    56 -1209 
-1629 -3042 -2859 
-4432 -2910 -1916 
-3292   683   720 
 -637 -1757  -402 
 2301    44    -8 
  -67 -1098   -32 
 1735   454  -776 
  684 -3017 -1744 
-2014 -2821 -1659 
-4289 -1701 -1957 
 -876 -1896 -1873 
 3181  -616 -1797 
  567 -3972  -818 
 -963   477  -487 
-1880  -414 -2909 
  543 -2665  -629 
-1720 -3179 -2830 
 1554  -375  -442 
-2901  -399   571 
 1682  -237 -2056 
-3132 -1972 -1662 

scanner data:
-2099  -515 -4198 
-2392 -3450 -1357 
-3244 -2672 -3121 
-2014 -2821 -1659 
-3101 -3918 -1793 
-2995 -4257 -3095 
 2884   671  -457 
-1996 -3930  -772 
 -489  -484 -1682 
-2970 -2844 -2082 
 -630  -729  -519 
-4273 -1456  -743 
-1978 -2966  -692 
 2801   690  -555 
-2085  -598 -4298 
 -750   754   404 
 -887 -3194  -525 
 1658 -1643  -574 
-1983   666   700 
-3132 -1972 -1662 
 4251 -1620  -642 
 1791   650   743 
-2563 -1104   -48 
-3004 -4306 -2877 
-1961 -1692 -1611 
 -753 -3822  -551 
 1167 -1194 -1322 
-3185  -364  -589 
  624 -4300 -1723 
 -874   519 -1951 
-3214  1750   273 
-3292   683   720 
-1629 -3042 -2859 
 2997  -495  -828 
 -876 -1896 -1873 
 -553 -1773 -3060 
-1218 -2338 -2437 
-1306    56 -1209 
-1794  1844  -932 
 -753 -1905  -421 
-1676 -1798 -4295 
 3966  -612   634 
  636 -3033 -1768 
-2103 -1700 -1603 
-2101 -1737 -1609 
-3326 -2659 -3165 
-4252 -2949  -931 
-1707  -458   793 
 2994 -1965   470 
-3246 -2697 -3208 
-2514 -3505 -1224 
-1293   148   -98 
 -744 -1746  -537 
-3103 -4276 -3033 
 2907 -1969   443 
  532 -2612  -810 
 2974   453   799 
-1949   861 -2090 
  526 -1808 -1920 
 -474  -230 -4205 
 3887  -497  -730 
-4292 -1685 -1966 
-1777 -4169 -3285 
 1747  -240 -2061 
 1760 -1866   396 
-3097 -3907 -1856 
 1742  -450   450 
-3028 -2952  -595 
  405  -470   568 
-3306  1650  -717 
-2901  -399   571 
 3899 -1707   683 
 -584  -711 -3224 
 -548  -779   374 
-2011 -1793 -2936 
-3148 -3038  -669 
-3157   678  -834 
-2533 -3584 -2526 
 -576  -278 -4232 
 -509  -413 -1692 
-4268 -2889  -758 
  789 -4307 -1822 
-1758  -295  -663 
-1871   874 -2097 
 -918 -3120  -434 
 -637 -1757  -402 
-1720 -3179 -2830 
  425  -478 -1828 
-2007  -433 -1630 
 -190 -2212 -1258 
-1914   543  -747 
-1926   686  -867 
 4239 -1693  -760 
 3917  -594   597 
 -674 -1585   598 
-3180 -2897 -2090 
-3074 -2948 -2081 
-4309 -2906 -1826 
  440  -583  -974 
-1390 -1155 -2414 
-1775  -431 -2892 
 2880 -1944   554 
 3008 -1701 -1601 
-2072  -615 -4355 
 3181  -616 -1797 
 1682  -237 -2056 
 1733   611   732 
-1951  1855  -842 
-2026 -4219 -1948 
-1243 -1093 -2566 
-4417 -2863 -1888 
 -712 -2906 -3172 
 2863   655  -661 
